Dataset Name,Dataset Owner,User,Submission Latitude,Submission Longitude,Date Created,Record,Hawai'iSea Grant King Tides Photo Database,Location (tap arrow to input exact location) - Latitude,Location (tap arrow to input exact location) - Longitude,Share your image!,Island(s),Location Description,Orientation (check your compass!),Date,Time,Tell us something about your photo!,Photographer's Name,By uploading an image you irrevocably consent that it may be used for educational; research; outreach and promotional purposes; in any medium; in perpetuity.,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,caseypr,19.73412144,-155.0314043,Thu May 25 2017 19:59:43 GMT+0000 (UTC),449,,19.73409814,-155.0313999,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/C838B72B-2F83-4838-9E1E-808F307A3B62,Hawai'i,Outside of Hale o Lono,N,5/25/17,9:58,,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,pokepohu,0,0,Thu May 25 2017 19:55:32 GMT+0000 (UTC),448,,19.73403926,-155.0316215,,Hawai'i,brackish water,NE,5/25/17,9:48,The tide is very low,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,kjboy808,19.73411357,-155.0315337,Thu May 25 2017 19:51:45 GMT+0000 (UTC),447,,19.73412673,-155.0315547,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/76133385-A76C-4528-8870-705242C2DAB3,Hawai'i,Hale o Lono,N,5/25/17,9:48,It shows that the tide is lower than usual  ,Gabriel Victor,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,himonker,21.32223607,-157.9716414,Thu May 25 2017 19:16:30 GMT+0000 (UTC),446,,21.32158358,-157.9722974,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/7F6B7806-475D-4A0E-ADF7-54BD5F21885A; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/D3492696-8500-4DBF-8B7C-2E4706E8BB86,O'ahu,Kapilina fishing lagoon,E,5/25/17,9:13,,Stephie Bennett,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,coralboy,21.30440835,-157.8708431,Thu May 25 2017 19:14:29 GMT+0000 (UTC),445,,21.30440835,-157.8708431,,O'ahu,Honolulu harbor; Sand Island AFRC,NW,5/25/17,9:13,,coralboy ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,coralboy,21.30441514,-157.8708273,Thu May 25 2017 19:13:28 GMT+0000 (UTC),444,,21.30444393,-157.8708667,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/D0C5EB4A-1AF0-4F51-967A-1D192A2918B9,O'ahu,Honolulu harbor; Sand Island AFRC,SE,5/25/17,9:12,,coralboy ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,himonker,21.32131901,-157.9724539,Thu May 25 2017 19:12:51 GMT+0000 (UTC),443,,21.32129348,-157.9725077,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/64B004DF-F788-4186-BD6A-474A6F909AEC,O'ahu,Kapilina lagoon 2,SE,5/25/17,9:10,,Stephie Bennett,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,kapohoinfo,19.49643175,-154.818616,Thu May 25 2017 18:44:58 GMT+0000 (UTC),442,,19.49643582,-154.8186208,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/96CC337C-A0DC-469B-9FEB-4C7FBB1C81F9,Hawai'i,kapoho bay facing east from private property. Kumukahi lighthouse in distance,E,5/25/17,8:43,Low tide from private property kapoho bay facing east. ,Mari Rand,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,kapohoinfo,19.49643883,-154.8185987,Thu May 25 2017 18:42:03 GMT+0000 (UTC),441,,19.496431,-154.8186161,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/BEBB9977-C13E-43BF-A196-9DB54C9FA740,Hawai'i,kapoho bay facing southeast point from private property ,SE,5/25/17,8:39,,Mari ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,kawaihuimokapu,21.40968832,-157.7547104,Thu May 25 2017 17:52:08 GMT+0000 (UTC),440,,21.40943288,-157.7543437,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/F953C4BA-DA19-40DB-9729-033BF20FDC5C,O'ahu,Kawainui Canal / Oneawa Bridge,SW,5/25/17,7:43,taken at low tide (baseline),Claudine Tomasa,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,macadamiamac,21.3866667,-158.0091667,Thu May 25 2017 04:39:11 GMT+0000 (UTC),439,,21.3866667,-158.0091667,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/M4puFiEwBbTpb2H5K; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/MbGjtgiJx8vpC5bte; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/jne83vwMQPgoG87sh,O'ahu,Haleiwa; HI @ Jocko's facing NW,NW,5/24/17,16:55,Facing NW @ ,Macadamiamac,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,risaoram,21.25517393,-157.8064907,Thu May 25 2017 04:08:13 GMT+0000 (UTC),438,,21.25518902,-157.8063816,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/E039EE6B-C1F4-46F8-A509-71A9559A1DA3,O'ahu,diamondhead,W,5/24/17,18:06,seems normal high tide ,Risa Oram,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,megway0330,,,Thu May 25 2017 02:17:03 GMT+0000 (UTC),437,,21.9605157,-159.351506,,Kaua'i,Nawiliwili small boat habor,SW,1/1/70,16:16,,Meghan Seino,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,rooster,,,Thu May 25 2017 01:51:47 GMT+0000 (UTC),436,,21.3080688,-158.0153801,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/3d91ce44-5e7a-4a1a-ba64-809d43da6853,O'ahu,West end of our lot at 91633 pupu st ewa beach,NE,1/1/70,15:51,,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,hintzen,,,Thu May 25 2017 01:43:04 GMT+0000 (UTC),435,,21.2816224,-157.8399793,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/1f2dbb4b-bb80-4173-8f41-64b76f57bbb7; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/9c666e51-7fd1-49f6-955d-8ae21ebf48c1,O'ahu,near hilton hawaiian vilage,S,1/1/70,15:42,,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,megway0330,,,Thu May 25 2017 01:42:12 GMT+0000 (UTC),434,,22.0462389,-159.3363628,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/d40490fb-7f9f-46f5-8a27-f988c13c6790,Northwest Hawaiian Islands,ahukini pier,E,1/1/70,15:41,,Meghan Seino,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,peking25,21.28460954,-157.7195977,Thu May 25 2017 01:32:17 GMT+0000 (UTC),433,,21.28460376,-157.7195946,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/BA4DB485-04D8-42A0-A609-C2B35F1E6126,O'ahu,Kuliouou Beach Park,SW,5/24/17,15:30,shoreline erosion,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,coralboy,21.30441447,-157.8708675,Thu May 25 2017 01:30:32 GMT+0000 (UTC),432,,21.30442629,-157.8708548,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/3F461F7C-F4E2-4382-9009-10FE325C788F,O'ahu,Honolulu harbor; Sand Island AFRC,NW,5/24/17,15:29,,coralboy ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,peking25,21.28458469,-157.7196666,Thu May 25 2017 01:29:22 GMT+0000 (UTC),431,,21.28459554,-157.7196479,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/35C8EDB1-21ED-45A3-931C-9CA7B7965ED5,O'ahu,Kuliouou Beach Park,NE,5/24/17,15:23,shoreline erosion,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,rooster,,,Thu May 25 2017 01:29:15 GMT+0000 (UTC),430,,21.3083588,-158.0155664,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/4cd28b2a-7f52-4b26-a7cb-5933d65d0b81; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/71a5b4e7-01ef-48b4-803e-3017b8d3bfd9; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/b5e964ce-f5c1-4b76-807a-5466f792e88c,O'ahu,91633 pupu st; Ewa beach se point,NE,1/1/70,15:27,not yet high tide.,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,coralboy,21.30444762,-157.8708356,Thu May 25 2017 01:29:08 GMT+0000 (UTC),429,,21.30439787,-157.8707218,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/567DC585-F7D7-4CDE-B935-1DABF8DB3C76,O'ahu,Honolulu harbor; Sand Island AFRC,SE,5/24/17,15:26,,coralboy ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,barelajv,21.28684676,-157.7188345,Thu May 25 2017 01:24:43 GMT+0000 (UTC),428,,21.28661483,-157.7187112,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/37B65522-4D36-4C1B-B6C5-9DF66FF39ADC,O'ahu,Hawaii Kai marina,E,5/24/17,15:23,Water is going over the top of the marina wall. ,v barela,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,leighton taylor,,,Thu May 25 2017 01:14:10 GMT+0000 (UTC),427,,21.2814453,-157.7277413,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/0a44279d-11fe-46f8-976f-ab166651fa00; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/2211417c-77e6-48b4-9eab-eaf5625eb84b; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/6c2e5c44-7073-4040-ba06-a57064507486; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/7508e6e5-1acb-4772-ba10-1f04b0834803; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/a65b0ef0-d9e3-45b8-8327-a1440685c33b,O'ahu,Paiko Lagoon Wildlife Sanctuary;. 201 Paiko Dr,NE,1/1/70,15:13,this roadway is normally dry,L Taylor,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,leighton taylor,,,Thu May 25 2017 01:08:39 GMT+0000 (UTC),426,,21.2814582,-157.7278345,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/61f6116d-e96b-48d4-8f62-c63bf3206cfd; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/86dc2979-40f5-4dbe-acc4-4d488af4109b,O'ahu,210 Paiko Drive ;  near pub accesd,NW,1/1/70,15:07,,L Taylor,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,leighton taylor,,,Thu May 25 2017 01:05:46 GMT+0000 (UTC),425,,21.2813701,-157.7278345,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/660ada38-fa39-4fa0-a408-20de6345f063; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/9b19df51-7be7-4d38-a081-0b08f8432d46,O'ahu,paiko reef near public accesd,NE,1/1/70,15:05,,L Taylor,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,devilfish ,,,Thu May 25 2017 00:48:53 GMT+0000 (UTC),424,,21.4190916,-157.7905193,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/78761a39-314e-49bc-8903-11bdfb43f831,O'ahu,makani Kai marina edge of parking lot,SE,1/1/70,14:48,,Rob Johnson ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,devilfish ,,,Thu May 25 2017 00:44:52 GMT+0000 (UTC),423,,,,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/74528028-7892-4ea4-91f7-fc8987433b54,O'ahu,makani Kai marina ,SE,1/1/70,14:44,breakwater at Makani Kai ,Rob Johnson ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,devilfish ,,,Thu May 25 2017 00:43:14 GMT+0000 (UTC),422,,,,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/8935c352-1339-4df4-ae7d-09bd2c8298fd,O'ahu,fish pond at Makani Kai ,NE,1/1/70,14:42,,Rob Johnson ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,peggy foreman,21.29319454,-157.8648512,Wed May 24 2017 23:14:35 GMT+0000 (UTC),421,,21.29319454,-157.8648512,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/25E257B4-5E39-4C4D-AD1B-BBE806AF5F0C,O'ahu,Kakaako waterfront park,S,5/24/17,13:12,water going over breakwater,Peggy Foreman,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,jkphotog808,,,Wed May 24 2017 02:41:30 GMT+0000 (UTC),420,,21.38440132,-157.9527893,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/0e9227b2-823e-4d71-86b0-902489300d14,O'ahu,Near Hekaha Rd. ,S,1/1/70,14:52,,Justin Kanno ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,jkphotog808,,,Wed May 24 2017 02:35:14 GMT+0000 (UTC),419,,21.33616829,-157.8988495,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/fc04f84a-2b1f-457a-b1b2-f516f94b1e57,O'ahu,Ahua St. in Mapunapuna,S,1/1/70,15:28,,Justin Kanno ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,devilfish ,,,Tue May 23 2017 23:56:30 GMT+0000 (UTC),418,,21.4205362,-157.7898207,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/6c31dccd-427c-4b29-bb6a-3bb11e87a646,O'ahu,breakwater at Makani Kai marina ,N,1/1/70,13:56,high tide,Rob Johnson ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,devilfish ,,,Tue May 23 2017 23:52:16 GMT+0000 (UTC),417,,,,,O'ahu,breakwater; Makani Kai marina ,SE,1/1/70,13:51,high tide ,Rob Johnson ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,devilfish ,,,Tue May 23 2017 23:50:01 GMT+0000 (UTC),416,,21.4205997,-157.7899604,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/97b20268-d095-4942-9ad4-fb3ccc81cf6b,O'ahu,fish pond at Makani Kai in Kaneohe ,NE,1/1/70,13:49,high tide ,Rob Johnson ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,devilfish ,,,Tue May 23 2017 23:46:29 GMT+0000 (UTC),415,,21.4192677,-157.7905193,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/1c571699-b902-4b64-8721-2b669b585110,O'ahu,Makani Kai marina ,SE,1/1/70,13:44,,Rob Johnson ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,macadamiamac,,,Tue May 23 2017 20:29:51 GMT+0000 (UTC),414,,21.620759,-158.083786,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/M4puFiEwBbTpb2H5K; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/MbGjtgiJx8vpC5bte,O'ahu,Haleiwa; HI @ Jocko's facing E (78*) Lifeguard tower @ Chun's Reef at right side,E,5/23/17,10:15,Facing E @ 78Â° ,Macadamiamac,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,macadamiamac,,,Tue May 23 2017 20:25:56 GMT+0000 (UTC),413,,21.620759,-158.083786,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/MbGjtgiJx8vpC5bte,O'ahu,Haleiwa; HI @ Jocko's faceing NW,NW,5/23/17,10:14,NW @ 278Â° ,Macadamiamac,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,gonserm,21.28956262,-157.8498834,Fri Apr 28 2017 03:07:19 GMT+0000 (UTC),412,,21.2896614,-157.8498126,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/460F95AA-CEF8-4649-8DBC-671214993354,O'ahu,Ala Moana Beach Park near lifeguard station 1C,E,4/27/17,17:04,PacIOOS Wave Run Up Model predicted flooding - evidence of water overtopping wall/coming through opening ,Matthew Gonser,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,gonserm,21.28771223,-157.8386201,Fri Apr 28 2017 03:28:50 GMT+0000 (UTC),411,,21.28770041,-157.8385859,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/3098E4E8-6C0F-41EE-8AE0-5194918209F1,O'ahu,Ala Wai Blvd at Watermark. ,NW,4/27/17,17:26,Water in the road from the canal via storm drain. ,Matthew Gonser,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,gonserm,21.28891914,-157.8333182,Fri Apr 28 2017 03:34:46 GMT+0000 (UTC),410,,21.28892023,-157.8333323,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/5C44E0B7-C1FF-4269-A833-D05046C75A85,O'ahu,Ala Wai Promenade between McCully and Kalakaua,E,4/27/17,17:32,Water on back side of canal wall; significant bowing and tilting of canal wall. Wall cap apparently dry; assumed water is groundwater penetration. ,Matthew Gonser,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,gonserm,21.28860553,-157.84735,Fri Apr 28 2017 03:12:14 GMT+0000 (UTC),409,,21.28860553,-157.84735,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/6D47D932-E1F2-4D6F-A4D2-CF04E337128C,O'ahu,Ala Moana Beach Park at lifeguard station 1D,E,4/27/17,17:10,PacIOOS Wave Run Up Model predicted beach flooding; water up to and past lifeguard stand,Matthew Gonser,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,gonserm,21.29032332,-157.8524955,Fri Apr 28 2017 03:02:46 GMT+0000 (UTC),408,,21.29033413,-157.8525506,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/7F1BBA24-CAF0-47DC-B416-15372102AC56,O'ahu,Ala Moana Beach Park; near lifeguard station 1B,E,4/27/17,17:00,PacIOOS Wave Run Up Model predicted flooding,Matthew Gonser,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,gonserm,21.29117311,-157.8544849,Fri Apr 28 2017 02:57:41 GMT+0000 (UTC),407,,21.29116997,-157.8544828,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/64B8C19F-D537-4E8B-B5E8-F7EE7DA624D0,O'ahu,Ala Moana Beach Park; Ewa shower,W,4/27/17,16:55,PacIOOS Wave Run Up model predicted flooding,Matthew Gonser,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,dolaneversole,,,Fri May 05 2017 01:55:45 GMT+0000 (UTC),401,,21.2762,-157.8268,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/FpK4rK847tNbGmDPM; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/oaMdxCNyhNW7Zmwji; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/pqLNyP6RqBBKTbEzE,O'ahu,Moana Surfrider Hotel; Waikiki,SE,4/29/17,18:00,Moana Surfrider Hotel; Waikiki; 1 hour before high tide. 3-5 foot south swell.,Tiffany Anderson (UH),,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,gonserm,,,Tue May 02 2017 18:55:48 GMT+0000 (UTC),399,,21.287596,-157.839843,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/5GzedXztDQTK2DGHj,O'ahu,Makai end of Ala Wai Blvd at Ala Moana Bridge,NE,4/28/17,17:00,Water in the roadway coming up and out through the stormdrain,Brian Bagnall,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,mayamwalton,20.796175,-156.485786,Wed Apr 19 2017 02:13:00 GMT+0000 (UTC),398,,20.796175,-156.485786,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/3rNGKwrHZGJzxfHHY; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/4qQyLAkauq4A5Wq2o; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/7ccdTwPjYvZhJ3sF2; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/CkD8D8hgKpBofKMH3; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/F7QwgstPAvrNTyqid; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/jP5b8i5bus2u2qBMv; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/vsef8CgNQtNjtuyga; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/zRdsWQHuNe5cZBHDP; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/zejNT56fjY9SySidy,Maui,Kealia Pond,S,4/17/17,16:33,The water levels at the Kahului tide gage are measuring ~9+ inches above predicted.  Kealia Pond was spilling out in to the road ,Tara Owens,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,kelleyat,,,Wed Jan 04 2017 00:35:02 GMT+0000 (UTC),397,,-14.3287,-170.71312,,American Samoa,Pago Pago international airport (in Tafuna on Tutuila; AS),S,12/13/16,19:53,Photos taken to show both lagoons inside the runway and coastline next to runway.  This runway was made by blasting coral reef to build up the runway and is very low lying.,Kelley Anderson Tagarino,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,kelleyat,,,Wed Jan 04 2017 00:25:03 GMT+0000 (UTC),396,,-14.32367,-170.71324,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/BJcLmpAdha5PAGbn5; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/DqqEP48pPkzsSfxRd; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/aY3biwqLi4KMY2xjK; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/vJR5Eg3wQwzhTKbJC,American Samoa,Taken at south end of Inoye field facing Pala Lagoon,N,12/13/16,19:38,Fence in photos is the airport perimeter fence; photos taken to show proximity of critical infrastructure to low lying coastline,Kelley Anderson Tagarino,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,kelleyat,,,Wed Jan 04 2017 00:19:09 GMT+0000 (UTC),395,,-14.31819,-170.71645,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/quW8J6qxz4CsSuZj6; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/xyipSfrT5nzRXm3mz,American Samoa,Lions Park coastline; across from jail,E,12/13/16,19:31,This section of coastline is a Nationally Significant landmark as designated by the National Park Service ,Kelley Anderson Tagarino,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,kelleyat,,,Wed Jan 04 2017 00:10:29 GMT+0000 (UTC),394,,-14.27098,-170.69493,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/5SrG3h9b95EuACWNa; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/mtrLsZwXoen6ZbEY9; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/q9fE9ZHedwLan5mXv,American Samoa,Atu'u; Tutuila; AS - taken west of the ship yard; looking toward toward shipyard,S,12/12/16,18:19,Taken to show proximity of critical infrastructure (ship yard) to ocean ,K,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,hideyo.hattori,,,Wed Dec 28 2016 01:19:21 GMT+0000 (UTC),393,," 14Â°16'52.10"" S","170Â°37'53.38"" W",,American Samoa,Two Dollar Beach,S,12/13/16,18:30,,Hideyo Hattori,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,hintzen,,,Mon Dec 19 2016 19:32:14 GMT+0000 (UTC),392,,28.218039,-177.378088,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/utA58FnejLs27zGLt,O'ahu,North Beach; Sand Island; Midway Atoll National Wildlife Refuge; PapahÄnaumokuÄkea Marine National Monument,W,12/16/16,12:38,Photo taken on a very calm day; hardly any wind.,Wieteke Holthuijzen / Kupu,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,hintzen,,,Mon Dec 19 2016 19:30:51 GMT+0000 (UTC),391,,28.218039,-177.378088,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/RggkhA7p3esncLKT2,O'ahu,North Beach; Sand Island; Midway Atoll National Wildlife Refuge; PapahÄnaumokuÄkea Marine National Monument,E,12/16/16,12:38,Photo taken on a very calm day; hardly any wind.,Wieteke Holthuijzen / Kupu,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,hintzen,,,Mon Dec 19 2016 19:27:39 GMT+0000 (UTC),390,,28.217696,-177.368756,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/wWTLxwtwgyRmRYQcu,O'ahu,Cargo Pier; Turtle Beach; Sand Island; Midway Atoll National Wildlife Refuge; PapahÄnaumokuÄkea Marine National Monument,NW,12/16/16,10:51,Photo taken on a very calm day; hardly any wind.,Wieteke Holthuijzen / Kupu,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,hintzen,,,Mon Dec 19 2016 19:24:29 GMT+0000 (UTC),389,,28.217696,-177.368756,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/3xDmXJqtm5ubBz9ux,O'ahu, Cargo Pier; Turtle Beach; Sand Island; Midway Atoll National Wildlife Refuge; PapahÄnaumokuÄkea Marine National Monument,SE,12/16/16,10:51,Photo taken on a very calm day; hardly any wind.,Wieteke Holthuijzen / Kupu,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,kelleyat,,,Fri Dec 16 2016 23:29:54 GMT+0000 (UTC),388,,-14.27082,-170.69902,,American Samoa,Taken at head of Pago Pago harbor; just on east side of harbor,E,12/12/16,18:15,Taken to show water level at Pago harbor head,K,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,kelleyat,,,Fri Dec 16 2016 23:16:03 GMT+0000 (UTC),387,,-14.27289,-170.70116,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/kZn3qoZFQygvb69B8,American Samoa,next to Pago Pago fautasi fale va'a (long boat house); adjacent to Pago plaza on Tutuila; AS,S,12/12/16,18:11,Taken to show where water that flooded Pago plaza parking lot came from.  This area is normally dry.,Kelley Anderson Tagarino,,
